what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1303836486880
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1303836486880
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1303836486880
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1303836486880
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1303836486880
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1303836486880
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1303836486880
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1303836486880
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1303836486881
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1303836486881
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1303836486881
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1303836486881
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1303836486881
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1303836486881
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1303836486881
os,sysinfo,,,"linux",1303836486904
arch,sysinfo,,,"x86",1303836486904
ws,sysinfo,,,"gtk",1303836486904
locale,sysinfo,,,"en_US",1303836486904
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1303836486908
processors,sysinfo,,,"1",1303836486914
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1303836486915
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1303836486915
java.specification.name,sysinfo,,,"Java Platform API Specification",1303836486915
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1303836486915
java.specification.version,sysinfo,,,"1.6",1303836486915
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1303836486915
java.version,sysinfo,,,"1.6.0_20",1303836486915
java.vm.info,sysinfo,,,"mixed mode",1303836486915
java.vm.name,sysinfo,,,"OpenJDK Client VM",1303836486915
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1303836486915
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1303836486915
java.vm.specification.version,sysinfo,,,"1.0",1303836486915
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1303836486915
java.vm.version,sysinfo,,,"19.0-b09",1303836486915
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1303836486960
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1303836486977
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1303836487037
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1303836487047
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1303836487057
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1303836487172
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1303836487175
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303836489955
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303836489979
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1303836489996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836492913
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836501589
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1303836505161
started,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201101251503,"org.eclipse.linuxtools.cdt.autotools",1303836505687
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.core",1303836505695
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1303836505721
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.ui",1303836505886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836506118
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1303836519930
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1303836520151
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836521581
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1303836522211
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1303836533279
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1303836533360
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1303836533366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836550401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836558041
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1303836578956
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1303836579035
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303836579061
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1303836579825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836600950
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303836602653
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1303836602653
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836602691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836608021
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1303836619280
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1303836619422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836619615
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303836620649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836624119
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1303836626298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1303836626304
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836626330
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1303836627559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836753282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836763235
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836770075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836774012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1303836776635
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201101251503,"org.eclipse.linuxtools.cdt.libhover",1303836783316
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1303836827588
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1303836828003
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1303836828013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836828106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836828345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836828406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836829717
started,bundle,org.eclipse.linuxtools.profiling.launch,0.7.0.201101251503,"org.eclipse.linuxtools.profiling.launch",1303836830346
started,bundle,org.eclipse.linuxtools.callgraph.launch,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph.launch",1303836830347
started,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.0.201101251503,"org.eclipse.linuxtools.oprofile.launch",1303836830355
started,bundle,org.eclipse.linuxtools.valgrind.core,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.core",1303836830362
started,bundle,org.eclipse.linuxtools.valgrind.launch,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.launch",1303836830363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836832604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836832768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836832821
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1303836833959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836833978
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1303836855379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836855904
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836857827
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836860839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836861042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836861078
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1303836863541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836863572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836869465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836869636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836869696
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1303836870977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836870997
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1303836875413
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1303836877989
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836893660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836893823
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836893877
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.debug",1303836895139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836895163
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303836904890
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1303836923082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836929670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836929843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836929887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303836999461
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303837001535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837014490
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837014681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837014733
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1303837016221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837016243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837024724
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1303837027652
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1303837045322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837045344
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1303837045804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837048635
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837051387
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837053504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837059635
error,log,,,"A program file was not specified in the launch configuration.",1303837059637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837059804
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837065412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837076267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837078432
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837079795
error,log,,,"A program file was not specified in the launch configuration.",1303837084828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837084841
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837084978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837098359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837105059
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1303837106401
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303837106486
stopped,bundle,org.eclipse.linuxtools.valgrind.massif,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.massif",1303837107074
stopped,bundle,org.eclipse.birt.chart.device.svg,2.6.2.r262_v20101230,"org.eclipse.birt.chart.device.svg",1303837107074
stopped,bundle,org.eclipse.birt.chart.device.extension,2.6.2.r262_v20110127,"org.eclipse.birt.chart.device.extension",1303837107075
stopped,bundle,org.eclipse.birt.chart.device.swt,2.6.2.r262_v20101209,"org.eclipse.birt.chart.device.swt",1303837107075
stopped,bundle,org.eclipse.birt.chart.engine.extension,2.6.2.r262_v20110113,"org.eclipse.birt.chart.engine.extension",1303837107075
stopped,bundle,org.eclipse.linuxtools.gcov,4.1.1.201101251503,"org.eclipse.linuxtools.gcov",1303837107075
stopped,bundle,org.eclipse.linuxtools.gprof,4.0.0.201101251503,"org.eclipse.linuxtools.gprof",1303837107075
stopped,bundle,org.eclipse.linuxtools.dataviewers.charts,4.1.0.201101251503,"org.eclipse.linuxtools.dataviewers.charts",1303837107075
stopped,bundle,org.eclipse.birt.chart.ui,2.6.2.r262_v20110127,"org.eclipse.birt.chart.ui",1303837107075
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.dashboardextension,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.dashboardextension",1303837107076
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.dashboard,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.dashboard",1303837107077
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphicalrun,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.graphicalrun",1303837107077
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.ide,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.ide",1303837107077
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphing,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.graphing",1303837107078
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphingapi.ui,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.graphingapi.ui",1303837107078
stopped,bundle,org.eclipse.birt.chart.engine,2.6.2.r262_v20110120,"org.eclipse.birt.chart.engine",1303837107078
stopped,bundle,org.eclipse.birt.core.ui,2.6.2.r262_v20101014,"org.eclipse.birt.core.ui",1303837107078
stopped,bundle,org.eclipse.birt.data.aggregation,2.6.2.r262_v20110127,"org.eclipse.birt.data.aggregation",1303837107078
stopped,bundle,org.eclipse.birt.data,2.6.2.r262_v20110215,"org.eclipse.birt.data",1303837107078
stopped,bundle,org.eclipse.birt.core,2.6.2.r262_v20110209,"org.eclipse.birt.core",1303837107078
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1303837107078
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1303837107078
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1303837107079
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1303837107079
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1303837107079
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1303837107079
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1303837107079
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1303837107079
stopped,bundle,org.eclipse.linuxtools.callgraph.launch,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph.launch",1303837107079
stopped,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.0.201101251503,"org.eclipse.linuxtools.oprofile.launch",1303837107079
stopped,bundle,org.eclipse.linuxtools.valgrind.cachegrind,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.cachegrind",1303837107080
stopped,bundle,org.eclipse.linuxtools.valgrind.memcheck,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.memcheck",1303837107080
stopped,bundle,org.eclipse.linuxtools.valgrind.launch,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.launch",1303837107080
stopped,bundle,org.eclipse.linuxtools.profiling.launch,0.7.0.201101251503,"org.eclipse.linuxtools.profiling.launch",1303837107080
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1303837107081
stopped,bundle,org.eclipse.linuxtools.valgrind.ui,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.ui",1303837107081
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1303837107082
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1303837107082
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1303837107083
stopped,bundle,org.eclipse.linuxtools.binutils,4.0.0.201101251503,"org.eclipse.linuxtools.binutils",1303837107084
stopped,bundle,org.eclipse.linuxtools.callgraph,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph",1303837107084
stopped,bundle,org.eclipse.linuxtools.callgraph.core,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph.core",1303837107084
stopped,bundle,org.eclipse.linuxtools.oprofile.ui,0.3.0.201101251503,"org.eclipse.linuxtools.oprofile.ui",1303837107084
stopped,bundle,org.eclipse.linuxtools.profiling.ui,0.7.0.201101251503,"org.eclipse.linuxtools.profiling.ui",1303837107084
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1303837107084
stopped,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201101251503,"org.eclipse.linuxtools.cdt.autotools",1303837107084
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.ui",1303837107084
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.core",1303837107085
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1303837107085
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1303837107085
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1303837107085
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1303837107086
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1303837107086
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1303837107200
stopped,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201101251503,"org.eclipse.linuxtools.cdt.libhover",1303837107200
stopped,bundle,org.eclipse.linuxtools.rpm.rpmlint,0.4.3.201101251503,"org.eclipse.linuxtools.rpm.rpmlint",1303837107200
stopped,bundle,org.eclipse.linuxtools.rpm.ui.editor,0.4.3.201101251503,"org.eclipse.linuxtools.rpm.ui.editor",1303837107200
stopped,bundle,org.eclipse.linuxtools.changelog.core,2.7.0.201101251503,"org.eclipse.linuxtools.changelog.core",1303837107200
stopped,bundle,org.eclipse.linuxtools.dataviewers.annotatedsourceeditor,4.1.0.201101251503,"org.eclipse.linuxtools.dataviewers.annotatedsourceeditor",1303837107200
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1303837107244
stopped,bundle,org.eclipse.linuxtools.valgrind.core,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.core",1303837107244
